date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:22:52	7300/7300	---M-Z	200	added ('OK')	application/json	date:Wed,%2015%20Apr%202026%2019:22:50%20GMT	https://asean-university.com/wp-json/wp/v2/pages/1993	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/1993.json	(from https://asean-university.com/faculty/)
12:22:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:51%20GMT	https://asean-university.com/?p=1993	C:/My%20Web%20Sites/uni/asean-university.com/index5b92.html	(from https://asean-university.com/faculty/)
12:22:52	2104/2104	---M-Z	200	added ('OK')	application/json	etag:%2275-1776280971;gz%22	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Ffaculty%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embedaefb.json	(from https://asean-university.com/faculty/)
12:22:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:51%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Ffaculty%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embed261c	(from https://asean-university.com/faculty/)
12:22:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:51%20GMT	https://asean-university.com/wp-content/litespeed/css/aa5b4dac0952ba829e0a0d809bd4bf31.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/aa5b4dac0952ba829e0a0d809bd4bf31e001.css	(from https://asean-university.com/gallery/)
12:22:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:51%20GMT	https://asean-university.com/wp-json/wp/v2/pages/1836	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/1836	(from https://asean-university.com/gallery/)
12:22:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:52%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fgallery%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embed2489	(from https://asean-university.com/gallery/)
12:22:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:52%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fgallery%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embede4d7	(from https://asean-university.com/gallery/)
12:22:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:52%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/isotope/isotope.min.js?ver=3.0.8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/isotope/isotope.min6173.js	(from https://asean-university.com/gallery/)
12:22:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:52%20GMT	https://asean-university.com/?p=1836	C:/My%20Web%20Sites/uni/asean-university.com/index20ad.html	(from https://asean-university.com/gallery/)
12:22:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:53%20GMT	https://asean-university.com/wp-content/litespeed/css/f9c9ac1b4047bfab01d55bbca9421910.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/f9c9ac1b4047bfab01d55bbca9421910e001.css	(from https://asean-university.com/pendaftaran-beasiswa/)
12:22:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:53%20GMT	https://asean-university.com/event_8_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_8_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:53%20GMT	https://asean-university.com/event_7_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_7_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:53%20GMT	https://asean-university.com/event_6_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_6_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:53%20GMT	https://asean-university.com/wp-json/wp/v2/pages/1968	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/1968.43.delayed	(from https://asean-university.com/pendaftaran-beasiswa/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:54%20GMT	https://asean-university.com/event_5_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_5_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:54%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fpendaftaran-beasiswa%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embedaa89	(from https://asean-university.com/pendaftaran-beasiswa/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:54%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fpendaftaran-beasiswa%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embede58f	(from https://asean-university.com/pendaftaran-beasiswa/)
12:22:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:54%20GMT	https://asean-university.com/event_4_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_4_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:54%20GMT	https://asean-university.com/wp-content/litespeed/css/4d134cbee2d419edad1272eaac1479c1.css?ver=882b8	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/litespeed/css/4d134cbee2d419edad1272eaac1479c1e001.css	(from https://asean-university.com/profile/)
12:22:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/wp-json/wp/v2/pages/2327	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/wp/v2/pages/2327	(from https://asean-university.com/profile/)
12:22:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/event_2_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_2_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fprofile%2F	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embeda8de	(from https://asean-university.com/profile/)
12:22:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fasean-university.com%2Fprofile%2F&format=xml	C:/My%20Web%20Sites/uni/asean-university.com/wp-json/oembed/1.0/embedd8b5	(from https://asean-university.com/profile/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/wp-content/uploads/2025/01/PRESENTASI-AUI_20241222_032021_0000.pdf	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/uploads/2025/01/PRESENTASI-AUI_20241222_032021_0000.pdf	(from https://asean-university.com/profile/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.min.js?ver=1.8.2	C:/My%20Web%20Sites/uni/asean-university.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.minef6d.js	(from https://asean-university.com/profile/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:55%20GMT	https://asean-university.com/event_1_color-of-the-world-asean-university-international/	C:/My%20Web%20Sites/uni/asean-university.com/event_1_color-of-the-world-asean-university-international/index.html	(from https://asean-university.com/gallery/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:56%20GMT	https://asean-university.com/wp-includes/blocks/file/view.min.js?ver=6.6.1	C:/My%20Web%20Sites/uni/asean-university.com/wp-includes/blocks/file/view.minb6a4.js	(from https://asean-university.com/profile/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:56%20GMT	https://asean-university.com/wp-includes/js/dist/interactivity.min.js?ver=6.6.1	C:/My%20Web%20Sites/uni/asean-university.com/wp-includes/js/dist/interactivity.minb6a4.js	(from https://asean-university.com/profile/)
12:22:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:56%20GMT	https://asean-university.com/gallery/page/2/	C:/My%20Web%20Sites/uni/asean-university.com/gallery/page/2/index.html	(from https://asean-university.com/gallery/)
12:22:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:56%20GMT	https://asean-university.com/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	C:/My%20Web%20Sites/uni/asean-university.com/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/?p=1968	C:/My%20Web%20Sites/uni/asean-university.com/index1923.html	(from https://asean-university.com/pendaftaran-beasiswa/)
12:22:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/wp-content/plugins/asean-university/certificate/style.css?ver=6.6.1	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/asean-university/certificate/styleb6a4.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/wp-content/themes/kadence/assets/css/global.min.css?ver=1723054684	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/themes/kadence/assets/css/global.min3a49.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/wp-content/themes/kadence/assets/css/header.min.css?ver=1723054684	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/themes/kadence/assets/css/header.min3a49.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/wp-content/themes/kadence/assets/css/content.min.css?ver=1723054684	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/themes/kadence/assets/css/content.min3a49.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/wp-content/themes/kadence/assets/css/footer.min.css?ver=1723054684	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/themes/kadence/assets/css/footer.min3a49.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:57%20GMT	https://asean-university.com/?p=2327	C:/My%20Web%20Sites/uni/asean-university.com/indexf594.html	(from https://asean-university.com/profile/)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:58%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1018	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min96d1.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:58%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1018	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min96d1.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:22:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:58%20GMT	https://asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1018	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min96d1.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:22:58%20GMT	https://asean-university.com/wp-content/uploads/2024/08/logo-title-asean-university-international.webp	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/uploads/2024/08/logo-title-asean-university-international.webp	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:00	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-15d9d%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:01	275730/275730	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fcd-43512%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.js	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:01	628512/628512	---M-Z	200	added ('OK')	text/css	etag:%225eb03fcd-99720%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:00%20GMT	https://asean-university.com/wp-admin/admin-ajax.php?action=auipmt_initdata	C:/My%20Web%20Sites/uni/asean-university.com/wp-admin/admin-ajaxab90.php	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:00%20GMT	https://asean-university.com/wp-admin/admin-ajax.php?action=auipmt_mahasiswaregistration	C:/My%20Web%20Sites/uni/asean-university.com/wp-admin/admin-ajax6294.php	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:00%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:00%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:01%20GMT	https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:01%20GMT	https://asean-university.com/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.2.7	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/themes/kadence/assets/js/navigation.min4281.js	(from https://asean-university.com/pendaftaran-mahasiswa/?degree=1)
12:23:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:01%20GMT	https://asean-university.com/a	C:/My%20Web%20Sites/uni/asean-university.com/a	(from https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1018)
12:23:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:02%20GMT	https://asean-university.com/r	C:/My%20Web%20Sites/uni/asean-university.com/r	(from https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1018)
12:23:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:02%20GMT	https://asean-university.com/a.redirect	C:/My%20Web%20Sites/uni/asean-university.com/a.redirect	(from https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1018)
12:23:04	12466/12466	---M-Z	200	added ('OK')	application/x-javascript	etag:%220c3b561b30be3e2d1de133a263660bed%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/uni/connect.facebook.net/en_US/sdk.js	(from https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1018)
12:23:05	976/976	---MC-	200	added ('OK')	text/javascript	date:Wed,%2015%20Apr%202026%2019:23:03%20GMT	https://www.google.com/recaptcha/api.js?render=	C:/My%20Web%20Sites/uni/www.google.com/recaptcha/api3398.js	(from https://asean-university.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1018)
12:23:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2015%20Apr%202026%2019:23:04%20GMT	https://asean-university.com/wp-content/uploads/2024/08/banner-asean-university-international-1.png	C:/My%20Web%20Sites/uni/asean-university.com/wp-content/uploads/2024/08/banner-asean-university-international-1.png	(from https://asean-university.com/wp-content/litespeed/css/e6ff9fcde7ec969caad900f2f8b5eea5.css?ver=882b8)
12:23:07	28123/28123	---M-Z	200	added ('OK')	image/png	etag:%225eb03fcd-6ddb%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/images/flags.png	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/images/flags.png	(from https://asean-university.com/wp-content/litespeed/css/07692c9eca99182660be9f90ff1218f3.css?ver=882b8)
12:23:07	106004/106004	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-19e14%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.eot	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:07	106004/106004	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-19e14%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.eot?	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/iconsd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:08	40148/40148	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-9cd4%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.woff2	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:08	50524/50524	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-c55c%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.woff	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.woff	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:08	105784/105784	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-19d38%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.ttf	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:08	390837/390837	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fcd-5f6b5%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.svg	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/icons.svg	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:09	31156/31156	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-79b4%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.eot	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:09	31156/31156	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-79b4%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.eot?	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:09	12240/12240	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-2fd0%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.woff2	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:10	14712/14712	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-3978%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.woff	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.woff	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:10	30928/30928	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-78d0%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.ttf	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:10	107201/107201	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fcd-1a2c1%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.svg	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/outline-icons.svg	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:10	98640/98640	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-18150%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-icons.eot	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-icons.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:10	98640/98640	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-18150%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-icons.eot?	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-iconsd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
12:23:11	54488/54488	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03fcd-d4d8%22	https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-icons.woff2	C:/My%20Web%20Sites/uni/cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/themes/default/assets/fonts/brand-icons.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.4.1/semantic.min.css)
